file;sent_id;source;cue;content;polarity;sent_text;negation;certainty;negation_NLTK;group;centroid
content-healthaffairs-org_20170210T090820;52;who ;preferred ;a live polio vaccine ;positive;The controversy between Jonas Salk , who advocated a killed polio vaccine , and Albert Sabin , who preferred a live polio vaccine , characterizes this divide , although there are many more examples .29 For instance , as measles immunization was becoming widely accepted in the United States in the 1960s , a formalin-inactivated vaccine licensed in 1963 was withdrawn because it induced short-lived immunity and predisposed recipients to atypical measles syndrome if they were exposed to the wild-type measles virus .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
content-healthaffairs-org_20170210T090820;55;they ;considered ;the intrusion of their privacy and bodily integrity ;negative;Conversely , in the United States and Britain , acceptance was much slower because of greater confidence in the long-term benefits of tuberculosis testing and treatment and apprehension that mass BCG vaccination might misconstrue the results of mass-scale tuberculin Mantoux PPD ( purified protein derivative ) testing by delivering large numbers of false positives .32 Especially in the 1830s , after an initial generation had been vaccinated and the incidence of smallpox had declined markedly in the United States and Europe , a vociferous antivaccination movement emerged .33 Sometimes antivaccinationists were protesting what they considered the intrusion of their privacy and bodily integrity .;Confirm;certain;Confirm;4;the questions citizens of the world should be asking 
dogsnaturallymagazine-com_20160430T211917;7;We ;wonder ;will our dog survive another ? ;positive;We wonder , will our dog survive another ?;Confirm;uncertain;Confirm;2;others for every little thing 
dogsnaturallymagazine-com_20160430T211917;16;the drug âs manufacturer ;deny ;the connection ;negative;Even the drug ’s manufacturer ( to whom you should immediately report the reaction — giving them the brand and lot # — may deny the connection .;Confirm;uncertain;Confirm;14;that there is no evidence of a link 
dogsnaturallymagazine-com_20160430T211917;64;I ;guarantee ;the clinics â expertise ;positive;( Find a list of emergency clinics by area at http://www.vetsnearyou.com/ml2/?v=352875029&u=0880F1AAC5EF9BA40210818080F807184B&gclid=CKOmmcXvm6QCFQY-bAodawLaEg  ( I can not guarantee the clinics ’ expertise , but at least this is a place to start . );Confirm;uncertain;Deny;9;about his vaccines 
dogsnaturallymagazine-com_20170804T052804;4;we ;know ;what the risks ;negative;And despite what we know about the risks , it seems to be on the rise .;Confirm;certain;Deny;7;that there is no increased risk for these concerns 
dogsnaturallymagazine-com_20170804T052804;9;The World Small Animal Veterinary Association ( WSAVA ) , the American Animal Hospital Association ( AAHA ) , and the American Veterinary Medical Association ( AVMA ) ;announced ;that annual vaccination is unnecessary and can be harmful ;positive;The World Small Animal Veterinary Association ( WSAVA ) , the American Animal Hospital Association ( AAHA ) , and the American Veterinary Medical Association ( AVMA ) have announced publicly that annual vaccination is unnecessary and can be harmful .;Confirm;certain;Confirm;1;vaccines can cause autism 
dogsnaturallymagazine-com_20170804T052804;11;your ;worried ;your dog is being over vaccinated ;negative;If your worried your dog is being over vaccinated , we have a free download you can print and bring with you to the vet .;Confirm;uncertain;Confirm;13;to get their children vaccinated 
dogsnaturallymagazine-com_20170804T052804;17;about 60 % of veterinary clinics ;push ;to vaccinate their dogs annually ;negative;Yet in the US , about 60 % of veterinary clinics completely ignore this research ( and their association recommendations ) and still push their clients to vaccinate their dogs annually .;Confirm;certain;Confirm;8;not to vaccinate their children at all 
dogsnaturallymagazine-com_20170804T052804;19;I ;call ;them â shot shacks . â ;positive;There ’s a reason I call them “ shot shacks . ”;Confirm;certain;Confirm;13;to get their children vaccinated 
dogsnaturallymagazine-com_20170804T052804;22;you ;assume ;profits are the real goal ;positive;But you have to assume profits are the real goal when you read stories like the ones I ’m about to share .;Confirm;certain;Confirm;2;others for every little thing 
dogsnaturallymagazine-com_20170804T052804;34;they ;tell ;it âs to protect your pet from deadly disease ;negative;It ’s certainly not about the health of the animals , even though they try to tell you it ’s to protect your pet from deadly disease .;Confirm;certain;Deny;8;not to vaccinate their children at all 
dogsnaturallymagazine-com_20170804T052804;58;Banfield ;wants ;to bring your dog into the clinic twice a year ;positive;Like Greencross , Banfield wants you to bring your dog into the clinic twice a year so they can monitor your dog ’s “ dental care , behavior , parasite control , nutrition , and vaccinations . ”;Confirm;uncertain;Confirm;13;to get their children vaccinated 
dogsnaturallymagazine-com_20170804T052804;61;I ;want ;to go into a bit of detail on these Plans ;negative;I want to go into a bit of detail on these Plans , because they include a very aggressive ( and high risk ) vaccination schedule .;Confirm;certain;Confirm;5;you go see it if you can 
dogsnaturallymagazine-com_20170804T052804;74;you ;want ;to comply with rabies laws ;positive;So make sure your vet uses a three-year rabies shot if you want to comply with rabies laws .;Confirm;certain;Confirm;13;to get their children vaccinated 
dogsnaturallymagazine-com_20170804T052804;79;I ;recommend ;giving them to your dog ;positive;I do n’t recommend giving them to your dog … and neither does Dr Schultz .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
dogsnaturallymagazine-com_20170804T052804;80;He ;recommend ;giving lepto or Lyme vaccines ;positive;He does n’t recommend giving lepto or Lyme vaccines ( and does n’t use these shots for his own dogs , even living in lepto and Lyme endemic areas ) , because of the high risk and low efficacy of these vaccines .;Confirm;certain;Confirm;9;about his vaccines 
dogsnaturallymagazine-com_20170804T052804;81;you ;wondered ;why there âs no Lyme vaccine for humans ;negative;If you ’ve ever wondered why there ’s no Lyme vaccine for humans … that ’s because it proved so dangerous in testing that it was withdrawn .;Confirm;certain;Confirm;9;about his vaccines 
dogsnaturallymagazine-com_20170804T052804;86;Dr Schultz ;saying ;â Kennel cough is not a vaccinatable disease . â ;positive;Dr Schultz is also well known for saying , “ Kennel cough is not a vaccinatable disease . ”;Deny;certain;Deny;10;when they may get chickenpox vaccine 
dogsnaturallymagazine-com_20170804T052804;91;Dr Schultz âs research ;shows ;even every three years is too much ;negative;As Dr Schultz ’s research shows , even every three years is too much … so get ready to say no !;Confirm;certain;Confirm;2;others for every little thing 
dogsnaturallymagazine-com_20170804T052804;92;My ;view ;that the practice of annual vaccination is unethical ;positive;Vaccination Is Big Business My view is that the practice of annual vaccination is unethical … … though not illegal , unfortunately .;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
drsuzanne-net_20170606T042830;1;most of the medical profession ;says ;it is ;positive;After my experiences in the hospital system and thoroughly examining both sides of the vaccination debate , it is clear that the issue is not ‘ settled long ago , and laid to rest ’ as most of the medical profession says it is .;Confirm;certain;Deny;0;to how he was invited to an inaugural ball 
drsuzanne-net_20170606T042830;10;I ;tell ;whether to vaccinate or not ;negative;I do not consider it my place to tell anyone whether to vaccinate or not .;Deny;certain;Deny;8;not to vaccinate their children at all 
drsuzanne-net_20170606T042830;11;I ;tell ;to NOT vaccinate ;negative;I never tell people to NOT vaccinate .;Deny;certain;Deny;8;not to vaccinate their children at all 
drsuzanne-net_20170606T042830;38;I ;discovered ;other methods which work extremely well ;positive;Yet surprisingly , I discovered other methods which work extremely well , but were never presented as part of my medical education .;Confirm;certain;Deny;2;others for every little thing 
